,customer_INN,provider_INN
8034,1628,3349
8035,1628,3349
8036,1628,3349
8037,1628,3349
8038,1628,3349
8039,1628,3349
8040,1327,1375
8041,1327,1375
8042,1327,1375
8043,1403,1365
8044,1403,1365
8045,1403,1365
8046,1403,1365
8047,1403,1365
8048,1403,1365
8049,1403,1365
8050,1403,1365
8051,1403,1365
8052,1403,1365
8053,1403,1365
8054,1403,1365
8055,1403,1365
8056,1403,1365
8057,1626,3335
8058,1628,3261
8059,1628,3261
8060,1403,1860
8061,1744,1637
8062,1593,3133
8063,1593,3133
8064,1593,3133
8065,1593,3133
8066,63,53
8067,1593,3478
8068,1409,2119
8069,1409,2119
8070,1401,1305
8071,1401,1305
8072,1401,1305
8073,1401,1305
8074,1401,1305
8075,1327,3622
8076,1327,3622
8077,1327,3622
8078,1327,3622
8079,1327,1370
8080,1405,1954
8081,1671,3371
8082,1671,3371
8083,1671,3371
8084,1366,3620
8085,1327,1337
8086,1327,1337
8087,1327,1367
8088,2041,2036
8089,2041,2036
8090,2041,2036
8091,1289,1180
8092,1289,1180
8093,1289,1180
8094,1289,1180
8095,1289,1180
8096,1289,1180
8097,1263,1262
8098,1327,1907
8099,1678,3371
8100,1616,894
8101,1732,3166
8102,1732,3166
8103,1732,3166
8104,1732,3166
8105,1732,3166
8106,1732,3166
8107,1299,1343
8108,1616,1591
8109,1616,1591
8110,1616,1591
8111,1616,1591
8112,1616,1591
8113,1616,1591
8114,1616,1591
8115,1616,1591
8116,1616,1591
8117,1616,1591
8118,1616,1591
8119,1616,1591
8120,1616,1591
8121,1616,1591
8122,1616,1591
8123,1616,1591
8124,1616,1591
8125,1616,1591
8126,1616,1591
8127,1616,1591
8128,1616,1591
8129,1616,1591
8130,2265,3755
8131,2265,3755
8132,2265,3755
8133,2265,3755
8134,2265,3755
8135,2265,3755
8136,1730,3166
8137,1730,3166
8138,1730,3166
8139,1730,3166
8140,1730,3166
8141,1730,3166
8142,1761,1681
8143,1761,1681
8144,1239,1397
8145,1239,1397
8146,1730,3166
8147,1730,3166
8148,1730,3166
8149,1730,3166
8150,1730,3166
8151,1730,3166
8152,1730,3166
8153,1730,3166
8154,1730,1637
8155,1730,1637
8156,3399,3635
8157,1730,3166
8158,1730,3166
8159,1730,3166
8160,1730,3166
8161,1730,3166
8162,1250,1361
8163,1250,1361
8164,1250,1361
8165,1250,1361
8166,1250,1361
8167,1683,894
8168,1250,1343
8169,1675,3241
8170,2257,2254
8171,2257,2254
8172,2257,2254
8173,2257,2254
8174,2257,2254
8175,2257,2254
8176,2257,2254
8177,2257,2254
8178,2257,2254
8179,2257,2254
8180,2257,2254
8181,2257,2254
8182,1705,894
8183,1712,3657
8184,1242,1247
8185,1242,1247
8186,1741,1637
8187,1340,2119
8188,1680,1637
8189,1759,1637
8190,1327,1336
8191,687,692
8192,944,851
8193,1244,1343
8194,1244,1343
8195,1244,1343
8196,1244,1343
8197,1244,1343
8198,1767,3353
8199,1141,1369
8200,1141,1369
8201,1141,1369
8202,1141,1369
8203,1287,1136
8204,1287,1136
8205,1287,1136
8206,1300,1128
8207,1300,1128
8208,1300,1128
8209,1366,1316
8210,1366,1316
8211,1366,1316
8212,1403,2872
8213,1403,2872
8214,1403,2872
8215,1403,2872
8216,1403,2872
8217,1403,2872
8218,1403,2872
8219,1134,1954
8220,1134,1954
8221,1134,1954
8222,1413,1412
8223,1413,1412
8224,1413,1412
8225,1413,1412
8226,1413,1412
8227,1413,1412
8228,1282,1412
8229,1282,1412
8230,1282,1412
8231,1282,1412
8232,1282,1412
8233,1239,1128
8234,1432,1397
8235,1432,1397
8236,1432,1397
8237,1432,1397
8238,1240,1128
8239,1240,1128
8240,1240,1128
8241,1403,1919
8242,1403,1919
8243,1403,1919
8244,1254,1362
8245,1310,1412
8246,1310,1412
8247,1124,3269
8248,1124,3269
8249,1124,3269
8250,1124,3269
8251,1364,1383
8252,1364,1383
8253,1364,1383
8254,1364,1383
8255,1297,1402
8256,1297,1402
8257,1254,1412
8258,1254,1412
8259,1137,2933
8260,1137,2933
8261,1203,1954
8262,1203,1954
8263,1360,2119
8264,1360,2119
8265,1403,71
8266,1403,71
8267,1250,1128
8268,1429,2119
8269,1390,1376
8270,1250,1397
8271,1250,1397
8272,1250,1397
8273,1250,1397
8274,1250,1397
8275,1403,2872
8276,1403,2872
8277,1403,2872
8278,1403,2872
8279,1403,2872
8280,1403,2872
8281,1403,2872
8282,1737,3555
8283,1403,3621
8284,1742,3371
8285,1742,3371
8286,1742,3371
8287,1377,1380
8288,1377,1380
8289,1377,1380
8290,1377,1380
8291,1377,1380
8292,1377,1380
8293,1739,1592
8294,1234,1410
8295,1234,1410
8296,1234,1410
8297,1289,1191
8298,1289,1191
8299,1202,1201
8300,1345,2765
8301,1297,1236
8302,1297,1236
8303,1198,1410
8304,1273,1412
8305,1273,1412
8306,1137,2004
8307,1137,2004
8308,1137,2004
8309,1137,2004
8310,1137,2004
8311,1137,2004
8312,1137,2004
8313,1144,2765
8314,1184,1296
8315,1184,1296
8316,1184,1296
8317,1184,1296
8318,1184,1296
8319,1184,1296
8320,1746,1604
8321,1746,3660
8322,1746,3660
8323,1746,3660
8324,1746,3660
8325,1746,3660
8326,1746,3660
8327,1746,3660
8328,1425,2272
8329,1197,1412
8330,1197,1412
8331,1193,1412
8332,1193,1412
8333,1278,1335
8334,1250,3459
8335,1250,3459
8336,1250,3459
8337,1250,3459
8338,1250,3459
8339,1300,1247
8340,1300,1247
8341,1302,1247
8342,1302,1247
8343,1244,1247
8344,1244,1247
8345,1301,1397
8346,1301,1397
8347,1301,1397
8348,1301,1397
8349,1301,1397
8350,1242,1128
8351,1242,1128
8352,1242,1128
8353,1299,83
8354,1299,83
8355,1299,83
8356,1299,83
8357,1299,83
8358,1299,83
8359,1299,83
8360,1299,83
8361,1299,83
8362,1299,83
8363,1299,1128
8364,29,2925
8365,29,2925
8366,29,2925
8367,29,2925
8368,29,2925
8369,29,2925
8370,29,2925
8371,29,2925
8372,29,2925
8373,29,2925
8374,29,2925
8375,29,2925
8376,29,2925
8377,1301,3623
8378,1301,3623
8379,1301,3623
8380,1299,1343
8381,1299,1343
8382,1299,1343
8383,1299,1343
8384,1299,1343
8385,1301,1128
8386,1243,1247
8387,1243,1247
8388,1240,1343
8389,1764,1637
8390,566,496
8391,566,496
8392,1594,1727
8393,1594,1727
8394,1594,1727
8395,1594,1727
8396,60,3495
8397,1243,1128
8398,1243,1128
8399,1243,1128
8400,1124,1316
8401,1430,1305
8402,1430,1305
8403,1430,1305
8404,1430,1305
8405,1430,1305
8406,1430,1305
8407,1430,1305
8408,1430,1305
8409,1430,1305
8410,1430,1305
8411,1430,1305
8412,1430,1305
8413,1430,1305
8414,1430,1305
8415,1430,1305
8416,1430,1305
8417,1256,3625
8418,1256,3625
8419,1137,3456
8420,1137,3456
8421,1137,3456
8422,1137,3456
8423,1403,1919
8424,1403,1919
8425,1403,1919
8426,1403,1919
8427,1403,1919
8428,1403,1919
8429,1129,1362
8430,1129,1362
8431,1124,1412
8432,1124,1412
8433,1124,1412
8434,1124,1412
8435,1124,1412
8436,1730,3166
8437,1730,3166
8438,1730,3166
8439,1730,3166
8440,1730,3166
8441,1730,3166
8442,1730,3166
8443,1730,3166
8444,1730,3166
8445,1620,3872
8446,1732,3166
8447,1732,3166
8448,1732,3166
8449,1732,3166
8450,1732,3166
8451,1732,3166
8452,1732,3166
8453,1732,3166
8454,1732,3166
8455,1732,3166
8456,1732,3166
8457,1732,3166
8458,1732,3166
8459,1732,3166
8460,1732,3166
8461,1732,3166
8462,1732,3166
8463,1732,3166
8464,1732,3166
8465,1685,3190
8466,1244,1128
8467,1244,3459
8468,1244,3459
8469,1244,3459
8470,1244,3459
8471,1244,3459
8472,1431,1344
8473,1431,1344
8474,1431,1344
8475,1431,1344
8476,1745,3371
8477,1403,606
8478,1353,2787
8479,1353,2787
8480,1353,2787
8481,1390,1833
8482,1390,1833
8483,1256,3625
8484,1256,3625
8485,1256,3625
8486,1256,3625
8487,1256,3625
8488,1256,3625
8489,1256,3625
8490,1256,3625
8491,1722,3661
8492,1722,3661
8493,1722,3661
8494,1722,3661
8495,1184,1183
8496,1184,1183
8497,1730,3166
8498,1730,3166
8499,1730,3166
8500,1730,3166
8501,1730,3166
8502,1730,3166
8503,1730,3166
8504,1730,3166
8505,1730,3166
8506,1730,3166
8507,1730,3166
8508,1730,3166
8509,1730,3166
8510,1730,3166
8511,1730,3166
8512,1730,3166
8513,1730,3166
8514,1730,3166
8515,1730,3166
8516,1137,2958
8517,1137,2958
8518,1137,2958
8519,1137,2958
8520,1137,2958
8521,1405,1954
8522,1409,1954
8523,1240,1343
8524,1240,1343
8525,1240,1343
8526,1240,1343
8527,1240,1343
8528,1240,1343
8529,1240,1343
8530,1240,1343
8531,1289,1954
8532,1289,1954
8533,1395,1954
8534,1198,1376
8535,1198,1376
8536,1364,1412
8537,1364,1412
8538,1732,3166
8539,1732,3166
8540,1732,3166
8541,1732,3166
8542,1732,3166
8543,1134,2765
8544,1418,1954
8545,1418,1954
8546,1418,1954
8547,1418,1954
8548,1403,1919
8549,1403,1919
8550,1137,2261
8551,1137,2261
8552,1674,1629
8553,1676,3371
8554,1300,1128
8555,1240,3459
8556,1240,3459
8557,1240,3459
8558,1240,3459
8559,1240,3459
8560,1299,1397
8561,1299,1397
8562,1327,1361
8563,1327,1361
8564,1327,1396
8565,1327,1396
8566,1184,1183
8567,1670,3371
8568,1679,3371
8569,1673,1637
8570,1237,1410
8571,1237,1410
8572,1734,1736
8573,1734,1736
8574,1299,1397
8575,1299,1397
8576,1299,1397
8577,1299,1397
8578,1299,1397
8579,1078,1044
8580,1078,1044
8581,1078,1044
8582,1078,1044
8583,2257,2254
8584,2257,2254
8585,2257,2254
8586,2257,2254
8587,2257,2254
8588,2257,2254
8589,2257,2254
8590,1301,1397
8591,1301,1397
8592,2818,2959
8593,2818,2959
8594,2818,2959
8595,2818,2959
8596,2818,2959
8597,2818,2959
8598,2818,2959
8599,2818,2959
8600,1385,1311
8601,1385,1311
8602,1385,1311
8603,1385,1311
8604,1385,1311
8605,1385,1311
8606,1385,1311
8607,1385,1311
8608,1385,1311
8609,1385,1311
8610,1385,1311
8611,1385,1311
8612,1385,1311
8613,1678,1682
8614,1427,1954
8615,1427,1954
8616,1427,1954
8617,1427,1954
8618,1427,1954
8619,1239,1397
8620,1239,1397
8621,1239,1397
8622,1239,1397
8623,1239,1397
8624,1364,3632
8625,1433,2119
8626,1433,2119
8627,1433,2119
8628,1433,2119
8629,1433,2119
8630,1433,2119
8631,1433,2119
8632,1433,2119
8633,1433,2119
8634,1428,2119
8635,1428,2119
8636,1428,2119
8637,1428,2119
8638,1428,2119
8639,1428,2119
8640,1200,1840
8641,1200,1840
8642,1200,1840
8643,1200,1840
8644,1200,1840
8645,1254,1316
8646,1419,3627
8647,1419,3627
8648,1419,3627
8649,1419,3627
8650,1419,3627
8651,1419,3627
8652,1419,3627
8653,1419,3627
8654,1419,3627
8655,1419,3627
8656,1419,3627
8657,1419,3627
8658,1419,3627
8659,1419,3627
8660,1419,3627
8661,1419,3627
8662,1419,3627
8663,1419,3627
8664,1419,3627
8665,1419,3627
8666,1419,3627
8667,1419,3627
8668,1419,3627
8669,1419,3627
8670,1419,3627
8671,1419,3627
8672,1419,3627
8673,1419,3627
8674,1419,3627
8675,1419,3627
8676,1419,3627
8677,1419,3627
8678,1419,3627
8679,1419,3627
8680,1419,3627
8681,1419,3627
8682,1419,3627
8683,1419,3627
8684,1419,3627
8685,1419,3627
8686,1419,3627
8687,1419,3627
8688,1419,3627
8689,1419,3627
8690,1419,3627
8691,1419,3627
8692,1419,3627
8693,1419,3627
8694,1419,3627
8695,1419,3627
8696,1419,3627
8697,1419,3627
8698,1419,3627
8699,1419,3627
8700,1419,3627
8701,1419,3627
8702,1419,3627
8703,1419,3627
8704,1419,3627
8705,1419,3627
8706,1419,3627
8707,1419,3627
8708,1419,3627
8709,1419,3627
8710,1419,3627
8711,1419,3627
8712,1419,3627
8713,1419,3627
8714,1419,3627
8715,1419,3627
8716,1419,3627
8717,1419,3627
8718,1419,3627
8719,1419,3627
8720,1419,3627
8721,1419,3627
8722,1419,3627
8723,1419,3627
8724,1419,3627
8725,1419,3627
8726,1419,3627
8727,1419,3627
8728,1419,3627
8729,1419,3627
8730,1419,3627
8731,1419,3627
8732,1419,3627
8733,1419,3627
8734,1419,3627
8735,1419,3627
8736,1419,3627
8737,1419,3627
8738,1419,3627
8739,1419,3627
8740,1419,3627
8741,1419,3627
8742,1419,3627
8743,1419,3627
8744,1419,3627
8745,1419,3627
8746,1419,3627
8747,1419,3627
8748,1419,3627
8749,1419,3627
8750,1419,3627
8751,1419,3627
8752,1419,3627
8753,1419,3627
8754,1419,3627
8755,1419,3627
8756,1419,3627
8757,1419,3627
8758,1419,3627
8759,1419,3627
8760,1419,3627
8761,1419,3627
8762,1419,3627
8763,1419,3627
8764,1419,3627
8765,1419,3627
8766,1419,3627
8767,1419,3627
8768,1419,3627
8769,1419,3627
8770,1419,3627
8771,1419,3627
8772,1419,3627
8773,1419,3627
8774,1419,3627
8775,1419,3627
8776,1419,3627
8777,1419,3627
8778,1419,3627
8779,1129,1316
8780,1200,1397
8781,1200,1397
8782,1200,1397
8783,1200,1397
8784,1200,1397
8785,1200,1397
8786,1386,1954
8787,1386,1954
8788,1386,1954
8789,1386,1954
8790,1386,1954
8791,1386,1954
8792,1386,1954
8793,1386,1954
8794,1386,1954
8795,1386,1954
8796,1386,1954
8797,1386,1954
8798,1386,1954
8799,1386,1954
8800,1386,1954
8801,1385,2119
8802,1385,2119
8803,1385,2119
8804,1385,2119
8805,1385,2119
8806,1385,2119
8807,1385,2119
8808,1385,2119
8809,1385,2119
8810,1385,2119
8811,1405,1954
8812,1701,894
8813,1425,2119
8814,1425,2119
8815,1425,2119
8816,1425,2119
8817,1425,2119
8818,1425,2119
8819,1425,2119
8820,1425,2119
8821,1425,2119
8822,1425,2119
8823,1425,2119
8824,1425,2119
8825,1425,2119
8826,1425,2119
8827,1432,1128
8828,1432,1128
8829,1432,1397
8830,1432,1397
8831,1432,1397
8832,1432,1397
8833,1432,1397
8834,1432,1397
8835,1405,2119
8836,1405,2119
8837,1405,2119
8838,1405,2119
8839,1327,3623
8840,1327,3623
8841,1327,3623
8842,1327,3623
8843,1327,3623
8844,1401,1388
8845,1256,3625
8846,1256,3625
8847,1256,3625
8848,1256,3625
8849,1137,3456
8850,1137,3456
8851,1419,2007
8852,1137,1833
8853,1137,1833
8854,1310,1139
8855,1310,1139
8856,1310,1139
8857,1310,1139
8858,1289,1412
8859,1289,1412
8860,1428,1318
8861,1428,1318
8862,1428,1318
8863,1257,1412
8864,1257,1412
8865,1257,1412
8866,1257,1412
8867,1257,1412
8868,1209,1412
8869,1209,1412
8870,1677,3371
8871,1288,1954
8872,1312,1305
8873,1312,1305
8874,1312,1305
8875,1409,1412
8876,1409,1412
8877,1285,1954
8878,1672,3371
8879,1672,3371
8880,1672,3371
8881,1762,1681
8882,1762,1681
8883,1724,894
8884,1297,1412
8885,1297,1412
8886,1297,1412
8887,1297,1412
8888,1297,1181
8889,1297,1181
8890,1297,1181
8891,1297,1181
8892,1652,2851
8893,1652,2851
8894,1652,2851
8895,1652,2851
8896,1652,2851
8897,1652,2851
8898,1652,2851
8899,1652,2851
8900,1652,2851
8901,1652,2851
8902,1652,2851
8903,1652,2851
8904,1652,2851
8905,1652,2851
8906,1652,2851
8907,1652,2851
8908,1652,2851
8909,1652,2851
8910,1652,2851
8911,1364,1305
8912,1364,1305
8913,1364,1305
8914,1364,1305
8915,1364,1305
8916,1364,1305
8917,1420,1383
8918,1420,1383
8919,1420,1383
8920,1420,1383
8921,1420,1383
8922,1124,2765
8923,1669,3371
8924,1137,2933
8925,1129,1412
8926,1129,1412
8927,1673,3371
8928,1422,2119
8929,1422,2119
8930,1422,2119
8931,1422,2119
8932,1422,2119
8933,1422,2119
8934,1422,2119
8935,1422,2119
8936,1422,2119
8937,1385,2119
8938,1385,2119
8939,1385,2119
8940,1385,2119
8941,1385,2119
8942,1385,2119
8943,1385,2119
8944,1385,2119
8945,1385,2119
8946,1386,2119
8947,1386,2119
8948,1386,2119
8949,1386,2119
8950,1386,2119
8951,1386,2119
8952,1386,2119
8953,1386,2119
8954,1386,2119
8955,1386,2119
8956,1386,2119
8957,1386,2119
8958,1386,2119
8959,1386,2119
8960,1386,2119
8961,1386,2119
8962,1364,1412
8963,1364,1412
8964,1134,1262
8965,1406,1355
8966,1415,2983
8967,1144,1371
8968,1403,2872
8969,1403,2872
8970,1403,2872
8971,1403,2872
8972,1403,2872
8973,1403,2872
8974,1403,2872
8975,1403,2872
8976,1403,2872
8977,1403,2872
8978,1204,1412
8979,1204,1412
8980,1429,2765
8981,1189,1335
8982,1189,1335
8983,1206,912
8984,1746,3239
8985,1746,3239
8986,1746,3239
8987,1746,3239
8988,1237,1346
8989,1237,1346
8990,1312,1954
8991,1312,1954
8992,1312,1954
8993,1312,1954
8994,1312,1954
8995,1312,1954
8996,1312,1954
8997,1312,1954
8998,1312,1954
8999,1312,1954
9000,1312,1954
9001,1312,1954
9002,1312,1954
9003,1312,1954
9004,1312,1954
9005,1312,1954
9006,1312,1954
9007,1312,1954
9008,1312,1954
9009,1312,1954
9010,1312,1954
9011,1312,1954
9012,1312,1954
9013,1312,1954
9014,1312,1954
9015,1312,1954
9016,1312,1954
9017,1312,1954
9018,1312,1954
9019,1312,1954
9020,1312,1954
9021,1312,1954
9022,1312,1954
9023,1403,1358
9024,1403,1358
9025,1258,1259
9026,1258,1259
9027,1193,2765
9028,1129,1410
9029,1129,1410
9030,1429,1329
9031,1429,1954
9032,1429,2119
9033,1429,2119
9034,1238,1412
9035,1238,1412
9036,1406,2863
9037,1403,1688
9038,1403,1688
9039,1129,1362
9040,1129,1362
9041,1129,1362
9042,1256,3625
9043,1403,1919
9044,1403,1919
9045,1403,1919
9046,1403,1919
9047,1403,1919
9048,1403,1919
9049,1403,2872
9050,1403,2872
9051,1403,2872
9052,1403,2872
9053,1403,2872
9054,1403,2872
9055,1403,2872
9056,1403,2872
9057,1403,2872
9058,1144,1412
9059,1144,1412
9060,1144,1412
9061,1404,2119
9062,1204,1954
9063,1199,1412
9064,1199,1412
9065,1403,2255
9066,1403,2255
9067,1403,2255
9068,1124,1208
9069,1163,404
9070,1403,1919
9071,1403,1919
9072,1403,1919
9073,1403,1919
9074,1403,1919
9075,1353,1352
9076,1353,1352
9077,1353,1352
9078,1353,1352
9079,1353,1352
9080,1353,1352
9081,1235,1412
9082,1235,1412
9083,1152,1412
9084,1152,1412
9085,1211,1350
9086,1211,1350
9087,1385,2119
9088,1385,2119
9089,1385,2119
9090,1385,2119
9091,1385,2119
9092,1385,2119
9093,1385,2119
9094,1385,2119
9095,1385,2119
9096,1256,1334
9097,1137,2004
9098,1137,2004
9099,1137,2004
9100,1137,2004
9101,1137,2004
9102,1137,2004
9103,1137,2004
9104,1137,2004
9105,1137,2004
9106,1137,2004
9107,1137,2004
9108,1137,3697
9109,1254,1341
9110,1254,1341
9111,1254,1341
9112,1403,2872
9113,1403,2872
9114,1403,2872
9115,1403,2872
9116,1184,1186
9117,1184,1186
9118,1184,1186
9119,1149,1145
9120,1404,1954
9121,1274,1368
9122,1274,1368
9123,1274,1368
9124,1274,1368
9125,1274,1368
9126,1274,1368
9127,1325,2765
9128,1137,2004
9129,1137,2004
9130,1137,2004
9131,1137,2004
9132,1137,2004
9133,1137,2004
9134,1137,2004
9135,1137,2004
9136,1137,2004
9137,1137,2004
9138,1137,2004
9139,1137,2004
9140,1137,2004
9141,1137,2004
9142,1137,2004
9143,1254,3460
9144,1354,1331
9145,1354,1331
9146,1366,1389
9147,1404,2119
9148,1404,2119
9149,1403,2872
9150,1403,2872
9151,1403,2872
9152,1403,2872
9153,1403,2872
9154,1403,2872
9155,1160,2119
9156,1160,2119
9157,1325,1412
9158,1325,1412
9159,1385,1326
9160,1385,1326
9161,1385,1326
9162,1385,1326
9163,1385,1326
9164,1385,1326
9165,1385,1326
9166,1385,1326
9167,1385,1326
9168,1385,1326
9169,1385,1326
9170,1385,1326
9171,1385,1326
9172,1385,1326
9173,1385,1326
9174,1385,1326
9175,1289,1954
9176,1289,1954
9177,1289,1192
9178,1289,1192
9179,1289,1192
9180,1289,1192
9181,1289,1192
9182,1137,1421
9183,1137,1421
9184,1137,1421
9185,1137,1421
9186,1137,1421
9187,1137,1421
9188,1149,1148
9189,1149,1148
9190,1230,83
9191,1131,1334
9192,1390,1348
9193,1390,1348
9194,1157,1356
9195,1157,1356
9196,1157,1356
9197,1157,1356
9198,1157,1356
9199,1157,1356
9200,1157,1356
9201,1157,1356
9202,1157,1356
9203,1157,1356
9204,1157,1356
9205,1157,1356
9206,1131,1253
9207,1131,1253
9208,1131,1253
9209,1131,1253
9210,1131,1253
9211,1131,1253
9212,1131,1253
9213,1131,1253
9214,1385,1412
9215,3268,2765
9216,3268,2765
9217,3268,2765
9218,1137,3456
9219,1137,3456
9220,1137,3456
9221,1125,1412
9222,1125,1412
9223,1230,3619
9224,1385,1314
9225,1385,1329
9226,1385,1329
9227,1211,1350
9228,1211,1350
9229,1211,1350
9230,1353,3269
9231,1353,3269
9232,1137,1421
9233,1137,1421
9234,1137,1421
9235,1137,1421
9236,1746,3659
9237,1211,3269
9238,1211,3269
9239,1211,3269
9240,1211,3269
9241,1211,3269
9242,1755,1637
9243,1755,1637
9244,1646,3211
9245,1646,3211
9246,1721,3353
9247,3330,3130
9248,1772,1773
9249,1776,1780
9250,1776,1780
9251,1776,1780
9252,1776,1780
9253,1776,1780
9254,1643,1637
9255,1742,1637
9256,1243,1397
9257,1243,1397
9258,1243,1397
9259,1243,1397
9260,1243,1397
9261,1674,3197
9262,1243,1343
9263,1243,1343
9264,1243,1343
9265,1241,1343
9266,1241,1343
9267,1241,1343
9268,1241,1343
9269,1241,1343
9270,1241,1343
9271,1241,1343
9272,1241,1343
9273,1762,894
9274,1762,894
9275,1213,1218
9276,1213,1218
9277,1765,1629
9278,1765,1629
9279,1765,1629
9280,1242,1343
9281,1212,1219
9282,1212,1219
9283,1212,1219
9284,1212,1219
9285,1212,1219
9286,1212,1219
9287,1212,1219
9288,1212,1219
9289,1684,1682
9290,1684,1682
9291,1684,3744
9292,1684,3744
9293,1684,3744
9294,1684,3744
9295,1765,1726
9296,1765,1726
9297,2874,1821
9298,2874,1821
9299,1385,1351
9300,1385,1351
9301,1385,1351
9302,1385,1351
9303,1385,1351
9304,1385,1351
9305,1385,1351
9306,1385,1351
9307,1385,1351
9308,1385,1351
9309,1385,1351
9310,1385,1351
9311,1668,1629
9312,1670,1637
9313,1765,1637
9314,1415,2921
9315,2257,2254
9316,1327,1343
9317,1327,1343
9318,1327,1343
9319,1327,1343
9320,1327,1343
9321,1327,1343
9322,1327,1343
9323,1327,1343
9324,1327,1343
9325,1327,1399
9326,1327,1336
9327,1177,1954
9328,1338,1291
9329,1295,1296
9330,1295,1296
9331,1295,1296
9332,1295,1296
9333,1295,1296
9334,1295,1296
9335,1216,1954
9336,1216,1954
9337,1243,83
9338,1243,83
9339,1243,83
9340,1243,83
9341,1243,83
9342,1243,83
9343,1243,83
9344,1243,83
9345,1243,83
9346,1243,83
9347,1686,3081
9348,1686,2247
9349,1141,3615
9350,1301,1361
9351,1301,1361
9352,1301,1361
9353,1301,1361
9354,1301,1361
9355,1242,1397
9356,1242,1397
9357,1243,1397
9358,1243,1397
9359,2140,2124
9360,2140,2124
9361,2140,2124
9362,2140,2124
9363,2140,2124
9364,1141,1412
9365,1141,1412
9366,1302,1397
9367,1302,1397
9368,1302,1397
9369,1302,1397
9370,1302,1397
9371,1302,1343
9372,1301,1343
9373,1243,3623
9374,1243,3623
9375,1243,3623
9376,1243,1361
9377,1243,1361
9378,1243,1361
9379,1243,1361
9380,1243,1361
9381,1301,1343
9382,1240,1343
9383,1301,1343
9384,1301,1343
9385,1301,1343
9386,1300,1343
9387,1741,3239
9388,1741,3371
9389,1741,3371
9390,1299,1343
9391,1244,1343
9392,1177,1180
9393,645,658
9394,645,658
9395,1658,1662
9396,1619,3371
9397,1339,1373
9398,1655,894
9399,1243,1343
9400,1250,83
9401,1250,83
9402,1250,83
9403,1250,83
9404,1250,83
9405,1250,83
9406,1250,83
9407,1250,83
9408,1250,83
9409,1250,83
9410,1754,1637
9411,1339,1378
9412,1339,1373
9413,1178,1292
9414,1178,1292
9415,1242,1128
9416,1242,1397
9417,1242,1397
9418,1242,1397
9419,1242,1397
9420,1242,1397
9421,1250,1397
9422,1250,1397
9423,1243,1343
9424,1298,2769
9425,1223,1393
9426,1224,1225
9427,1215,1217
9428,1215,1217
9429,1241,1343
9430,1240,1361
9431,1240,1361
9432,1240,1361
9433,1240,1361
9434,1240,1361
9435,1301,1343
9436,1301,1343
9437,1301,1343
9438,1301,1343
9439,1301,1343
9440,1240,83
9441,1240,83
9442,1240,83
9443,1240,83
9444,1240,83
9445,1240,83
9446,1240,83
9447,1240,83
9448,1240,83
9449,1240,83
9450,1223,1314
9451,1261,1260
9452,1240,1128
9453,1141,1954
9454,1240,1397
9455,1240,1397
9456,1261,1260
9457,1212,1120
9458,1141,1140
9459,1141,1140
9460,1141,3615
9461,1240,1397
9462,1240,1397
9463,1240,1397
9464,1240,1397
9465,1240,1397
9466,1240,1343
9467,1240,1343
9468,1240,1343
9469,1241,1343
9470,1241,1343
9471,1241,1343
9472,1241,1343
9473,1241,1343
9474,1295,1296
9475,1295,1296
9476,1295,1296
9477,1295,1296
9478,1295,1296
9479,1295,1296
9480,1242,1343
9481,1242,1343
9482,1242,1343
9483,1242,1343
9484,1242,1343
9485,1214,1218
9486,1214,1218
9487,1242,83
9488,1242,83
9489,1242,83
9490,1242,83
9491,1242,83
9492,1242,83
9493,1242,83
9494,1242,83
9495,1242,83
9496,1242,83
9497,1987,1959
9498,2022,2743
9499,2022,2743
9500,1302,1343
9501,1302,1343
9502,1302,1343
9503,1302,1343
9504,1302,1343
9505,1250,1343
9506,1250,1343
9507,1250,1343
9508,1250,1343
9509,1250,1343
9510,1250,1343
9511,1250,1343
9512,1250,1343
9513,1164,1292
9514,1164,1292
9515,2778,3436
9516,2778,3436
9517,2778,3436
9518,1226,1954
9519,1252,1407
9520,1244,1397
9521,1244,1397
9522,1244,1397
9523,1244,1397
9524,1244,1397
9525,1302,83
9526,1302,83
9527,1302,83
9528,1302,83
9529,1302,83
9530,1302,83
9531,1302,83
9532,1302,83
9533,1302,83
9534,1302,83
9535,1244,1343
9536,1244,1343
9537,1244,1343
9538,1244,1343
9539,1244,1343
9540,1244,1343
9541,1244,1343
9542,1244,1343
9543,1255,1394
9544,1170,1292
9545,1170,1292
9546,1157,1371
9547,1157,1371
9548,1157,1371
9549,1157,1371
9550,1157,1371
9551,1157,1371
9552,1157,1371
9553,1157,1371
9554,1157,1371
9555,1157,1371
9556,1157,1371
9557,1157,1371
9558,1005,990
9559,1005,990
9560,1229,1394
9561,1301,1343
9562,1299,1343
9563,1299,1343
9564,1299,1343
9565,1301,1343
9566,1301,1343
9567,1301,1343
9568,1301,1343
9569,1301,1343
9570,1301,1343
9571,1301,1343
9572,1301,1343
9573,1302,1128
9574,1302,3459
9575,1302,3459
9576,1302,3459
9577,1302,3459
9578,1302,3459
9579,1240,3623
9580,1240,3623
9581,1240,3623
9582,1301,83
9583,1301,83
9584,1301,83
9585,1301,83
9586,1301,83
9587,1301,83
9588,1301,83
9589,1301,83
9590,1301,83
9591,1301,83
9592,1243,3459
9593,1243,3459
9594,1243,3459
9595,1243,3459
9596,1243,3459
9597,1664,1738
9598,1243,1128
9599,1244,1343
