,customer_INN,provider_INN
819,149,354
820,150,354
821,641,3540
822,641,3540
823,641,3540
824,641,3540
825,3281,3420
826,3281,3420
827,3281,3420
828,1831,1859
829,177,205
830,177,205
831,177,205
832,168,205
833,168,205
834,545,496
835,545,496
836,105,205
837,105,205
838,105,205
839,301,278
840,301,278
841,324,135
842,142,379
843,142,379
844,142,379
845,142,379
846,310,3043
847,301,338
848,301,338
849,310,331
850,301,298
851,286,3510
852,359,181
853,2833,1833
854,279,205
855,279,205
856,288,330
857,324,248
858,324,248
859,324,248
860,324,332
861,3410,3469
862,118,112
863,118,112
864,300,2765
865,3001,2802
866,105,3506
867,348,316
868,348,316
869,166,3521
870,166,3521
871,107,326
872,107,326
873,131,3250
874,108,298
875,166,381
876,166,381
877,166,381
878,166,360
879,107,326
880,107,326
881,348,304
882,348,304
883,348,304
884,348,304
885,348,304
886,348,304
887,348,304
888,323,91
889,196,381
890,196,381
891,347,369
892,107,361
893,166,360
894,166,326
895,166,326
896,196,381
897,196,381
898,196,381
899,107,3522
900,107,3522
901,107,3522
902,107,3522
903,107,3522
904,107,3522
905,348,369
906,133,376
907,323,3517
908,347,317
909,347,3519
910,186,382
911,157,158
912,347,303
913,347,339
914,347,258
915,347,258
916,107,257
917,347,369
918,133,383
919,168,3508
920,133,3521
921,133,3521
922,133,3521
923,2465,2658
924,273,375
925,273,375
926,273,375
927,273,375
928,271,375
929,271,375
930,271,375
931,272,375
932,272,375
933,272,375
934,274,375
935,274,375
936,274,375
937,269,375
938,269,375
939,269,375
940,270,375
941,270,375
942,270,375
943,264,319
944,264,309
945,271,382
946,274,382
947,199,200
948,199,200
949,264,280
950,264,280
951,264,280
952,264,280
953,264,280
954,264,281
955,264,281
956,264,281
957,264,275
958,264,257
959,268,355
960,268,355
961,268,355
962,277,276
963,273,382
964,123,313
965,115,112
966,115,112
967,264,275
968,264,275
969,268,281
970,268,281
971,268,281
972,268,355
973,268,355
974,268,355
975,268,355
976,268,355
977,268,355
978,268,355
979,268,355
980,271,319
981,277,173
982,268,257
983,2951,1832
984,2951,1832
985,2951,1832
986,2951,1832
987,2951,1832
988,2951,1832
989,2951,1832
990,2951,1832
991,203,205
992,203,205
993,203,205
994,203,205
995,3010,3610
996,1988,1816
997,1845,2709
998,2253,2254
999,3103,3109
1000,703,714
1001,703,714
1002,703,714
1003,703,714
1004,703,714
1005,703,714
1006,703,714
1007,3205,1645
1008,3205,1645
1009,3205,1645
1010,2465,2481
1011,2465,2481
1012,2465,2481
1013,3281,3248
1014,3281,3248
1015,3281,3248
1016,3281,3248
1017,410,425
1018,410,425
1019,410,425
1020,2833,3478
1021,1988,1975
1022,420,427
1023,420,427
1024,209,330
1025,1867,1862
1026,1867,1862
1027,208,330
1028,230,330
1029,230,330
1030,3386,3880
1031,3386,3880
1032,1930,1925
1033,1784,3663
1034,1784,3663
1035,3305,3424
1036,3305,3424
1037,3384,1015
1038,3384,1015
1039,188,283
1040,2253,2254
1041,2253,2254
1042,3103,3647
1043,3103,3647
1044,2951,1883
1045,2951,1883
1046,2951,1883
1047,2833,2203
1048,1988,1994
1049,1973,3703
1050,114,112
1051,3205,1645
1052,3205,1645
1053,3205,1645
1054,3205,1645
1055,3205,1645
1056,3205,1645
1057,3205,1645
1058,3205,1645
1059,3205,1645
1060,3205,1645
1061,3205,1645
1062,3205,1645
1063,3205,1645
1064,3205,1645
1065,1793,3466
1066,1793,3466
1067,3012,2984
1068,3012,2984
1069,3012,2984
1070,3012,2984
1071,3012,2984
1072,3012,2984
1073,3012,2984
1074,3012,2984
1075,3012,2984
1076,3012,2984
1077,3012,2984
1078,3012,2984
1079,3012,2984
1080,3012,2984
1081,3012,2984
1082,3012,2984
1083,3012,2984
1084,3012,2984
1085,3012,2984
1086,223,228
1087,223,228
1088,260,228
1089,260,228
1090,244,228
1091,244,228
1092,243,228
1093,243,228
1094,259,228
1095,259,228
1096,242,247
1097,242,247
1098,262,382
1099,213,382
1100,213,382
1101,214,382
1102,208,3054
1103,220,228
1104,220,228
1105,221,228
1106,221,228
1107,261,228
1108,261,228
1109,251,228
1110,251,228
1111,256,228
1112,256,228
1113,256,228
1114,235,382
1115,249,210
1116,216,257
1117,251,247
1118,219,247
1119,219,247
1120,243,247
1121,252,247
1122,251,257
1123,232,253
1124,229,330
1125,223,330
1126,211,253
1127,250,228
1128,250,228
1129,249,228
1130,249,228
1131,218,210
1132,224,247
1133,224,247
1134,244,247
1135,244,247
1136,252,231
1137,252,231
1138,252,231
1139,234,257
1140,251,231
1141,251,231
1142,217,257
1143,215,228
1144,215,228
1145,226,253
1146,212,253
1147,242,228
1148,242,228
1149,242,228
1150,245,228
1151,245,228
1152,244,210
1153,263,257
1154,263,257
1155,242,231
1156,242,231
1157,239,257
1158,214,382
1159,225,228
1160,225,228
1161,224,1952
1162,252,18
1163,251,210
1164,239,247
1165,239,247
1166,243,257
1167,244,257
1168,224,257
1169,261,257
1170,238,257
1171,262,228
1172,239,346
1173,239,346
1174,243,1952
1175,242,246
1176,222,257
1177,222,257
1178,227,330
1179,255,257
1180,225,382
1181,240,382
1182,237,382
1183,243,382
1184,120,112
1185,120,112
1186,117,112
1187,234,382
1188,259,382
1189,233,382
1190,241,382
1191,189,184
1192,2833,2947
1193,129,126
1194,128,125
1195,2258,2254
1196,2258,2254
1197,2258,2254
1198,2727,1814
1199,2727,1814
1200,2727,1814
1201,2727,1814
1202,160,366
1203,160,366
1204,160,366
1205,160,366
1206,160,366
1207,2253,2254
1208,2253,2254
1209,2253,2254
1210,2253,2254
1211,2253,2254
1212,1973,1993
1213,1822,2765
1214,1841,1851
1215,1841,1851
1216,1841,1851
1217,3103,3164
1218,1111,3614
1219,1111,3614
1220,190,337
1221,2833,2947
1222,3205,1645
1223,3205,1645
1224,3205,1645
1225,3205,1645
1226,3205,1645
1227,3205,1645
1228,1803,3855
1229,1803,3855
1230,1803,3855
1231,1803,3855
1232,1803,3855
1233,1803,3855
1234,1803,3855
1235,1803,3855
1236,1803,3855
1237,1803,3855
1238,2051,2061
1239,2051,2061
1240,2051,2061
1241,2051,2061
1242,2051,2061
1243,2051,2061
1244,2051,2061
1245,2051,2061
1246,1988,1992
1247,1988,1992
1248,134,136
1249,193,337
1250,3414,3469
1251,93,88
1252,93,88
1253,93,88
1254,93,88
1255,159,366
1256,159,366
1257,159,366
1258,159,366
1259,1099,1103
1260,3281,3264
1261,3281,3264
1262,3302,3865
1263,3302,3865
1264,3302,3865
1265,2833,2947
1266,198,246
1267,198,337
1268,2901,2283
1269,2901,2283
1270,2901,2283
1271,2901,2283
1272,2901,2283
1273,2901,2283
1274,2901,2283
1275,2901,2283
1276,2901,2283
1277,2901,2283
1278,2901,2283
1279,2901,2283
1280,2901,2283
1281,2901,2283
1282,2901,2283
1283,2901,2283
1284,2901,2283
1285,2901,2283
1286,2901,2283
1287,2901,2283
1288,2901,2283
1289,2901,2283
1290,2901,2283
1291,2901,2283
1292,2901,2283
1293,2901,2283
1294,2901,2283
1295,2901,2283
1296,2901,2283
1297,2901,2283
1298,2901,2283
1299,2901,2283
1300,2901,2283
1301,2901,2283
1302,2901,2283
1303,2901,2283
1304,2901,2283
1305,267,205
1306,267,205
1307,1988,1986
1308,1988,1986
1309,1850,892
1310,1850,892
1311,267,205
1312,267,205
1313,267,205
1314,267,205
1315,137,319
1316,139,319
1317,140,319
1318,138,319
1319,328,330
1320,3305,3113
1321,3305,3113
1322,3305,3113
1323,1831,1874
1324,1831,1874
1325,1831,1874
1326,1831,1874
1327,1831,1874
1328,1831,1874
1329,1831,1874
1330,1831,1874
1331,1831,1874
1332,2833,3711
1333,109,183
1334,109,183
1335,159,175
1336,111,122
1337,143,145
1338,110,122
1339,163,366
1340,163,366
1341,143,144
1342,161,175
1343,3103,3108
1344,3103,3108
1345,119,112
1346,119,112
1347,113,112
1348,162,366
1349,34,3490
1350,34,3490
1351,2051,2058
1352,1831,1874
1353,1831,1874
1354,1831,1874
1355,134,354
1356,134,354
1357,2833,2947
1358,641,3540
1359,641,3540
1360,267,156
1361,267,156
1362,267,156
1363,3201,3375
1364,3201,3375
1365,3201,3375
1366,3201,3375
1367,3201,3375
1368,3201,3375
1369,3201,3375
1370,297,3250
1371,307,353
1372,2253,2254
1373,2253,2254
1374,2253,2254
1375,2253,2254
1376,2253,2254
1377,2000,3503
1378,2000,3503
1379,297,2765
1380,318,351
1381,2051,2061
1382,2051,2061
1383,296,330
1384,197,201
1385,297,287
1386,296,337
1387,1009,998
1388,1861,1875
1389,2833,3379
1390,2662,2681
1391,2833,2947
1392,2000,2002
1393,2000,2002
1394,2000,2002
1395,2000,2002
1396,2000,2002
1397,3305,3113
1398,3305,3113
1399,3305,3113
1400,2051,2058
1401,2051,2058
1402,2051,2058
1403,1987,3062
1404,1987,3062
1405,1987,3062
1406,1987,3062
1407,1987,3062
1408,2226,2245
1409,2226,2245
1410,2226,2245
1411,2226,2245
1412,2226,2245
1413,202,206
1414,73,74
1415,328,344
1416,291,315
1417,291,315
1418,291,315
1419,291,315
1420,291,315
1421,291,315
1422,291,315
1423,291,315
1424,291,315
1425,291,315
1426,291,315
1427,291,315
1428,291,315
1429,291,315
1430,291,315
1431,291,315
1432,291,315
1433,291,315
1434,291,315
1435,291,315
1436,291,315
1437,291,315
1438,291,315
1439,291,315
1440,291,315
1441,291,315
1442,291,315
1443,291,315
1444,291,315
1445,291,315
1446,291,315
1447,333,337
1448,307,362
1449,307,362
1450,307,362
1451,307,362
1452,328,3516
1453,328,383
1454,307,167
1455,307,167
1456,307,167
1457,307,167
1458,307,167
1459,291,2195
1460,291,3511
1461,202,204
1462,289,3518
1463,307,195
1464,307,3043
1465,152,3509
1466,152,3509
1467,152,3509
1468,289,284
1469,318,3154
1470,307,373
1471,1805,3668
1472,3103,3869
1473,297,194
1474,291,337
1475,297,382
1476,289,352
1477,291,151
1478,291,151
1479,165,127
1480,165,127
1481,165,127
1482,297,371
1483,335,376
1484,289,330
1485,176,179
1486,176,179
1487,176,179
1488,169,174
1489,368,321
1490,267,3513
1491,267,3513
1492,267,3513
1493,267,3513
1494,267,3513
1495,267,3513
1496,165,365
1497,297,179
1498,155,106
1499,290,330
1500,266,382
1501,297,382
1502,155,106
1503,328,325
1504,297,382
1505,297,382
1506,297,357
1507,185,187
1508,185,187
1509,3281,3370
1510,3281,3370
1511,3281,3370
1512,3281,3370
1513,3281,3370
1514,3281,3370
1515,295,308
1516,293,179
1517,3158,3444
1518,191,337
1519,2833,3176
1520,130,124
1521,130,124
1522,93,88
1523,3386,3880
1524,3386,3880
1525,3386,3880
1526,3386,3880
1527,3386,3880
1528,3386,3880
1529,3386,3880
1530,2000,2002
1531,2000,2002
1532,2000,2002
1533,2000,2002
1534,2000,2002
1535,2000,2002
1536,2144,1933
1537,1861,3682
1538,1861,3682
1539,1988,1982
1540,1988,1982
1541,192,337
1542,3411,3415
1543,3411,3415
1544,1831,1874
1545,1831,1874
1546,1831,1874
1547,1831,1874
1548,1831,1874
1549,80,82
1550,2833,2203
1551,411,425
1552,411,425
1553,411,425
1554,2051,2046
1555,2051,2046
1556,992,991
1557,2833,3379
1558,3158,3364
1559,3158,3364
1560,1831,2952
1561,1111,3612
1562,1111,3612
1563,2833,3478
1564,2976,2702
1565,2976,2702
1566,2976,2702
1567,2976,2702
1568,2976,2702
1569,2976,2702
1570,2976,2702
1571,2976,2702
1572,2976,2702
1573,2976,2702
1574,2976,2702
1575,2976,2702
1576,2976,2702
1577,2976,2702
1578,2976,2702
1579,2976,2702
1580,2976,2702
1581,2976,2702
1582,2976,2702
1583,2976,2702
1584,2976,2702
1585,2976,2702
1586,2976,2702
1587,2976,2702
1588,2976,2702
1589,2976,2702
1590,2976,2702
1591,2976,2702
1592,2976,2702
1593,2976,2702
1594,2976,2702
1595,2976,2702
1596,2976,2702
1597,2976,2702
1598,2976,2702
1599,2976,2702
1600,2976,2702
1601,2976,2702
1602,2976,2702
1603,2976,2702
1604,2976,2702
1605,2976,2702
1606,2976,2702
1607,2976,2702
1608,2976,2702
1609,2976,2702
1610,2976,2702
1611,2976,2702
1612,2976,2702
1613,2976,2702
1614,2976,2702
1615,2976,2702
1616,2976,2702
1617,2976,2702
1618,2000,2001
1619,2000,2001
1620,2000,2001
1621,130,126
1622,116,112
1623,80,81
1624,2280,2284
1625,401,395
1626,401,395
1627,1831,1874
1628,1831,1874
1629,1831,1874
1630,1831,1874
1631,1831,1874
1632,1831,1874
1633,1831,1874
1634,1831,1874
1635,1831,1874
1636,1831,1874
1637,1831,1874
1638,1831,1874
1639,1831,1874
1640,1831,1874
1641,1831,1874
1642,2833,2203
1643,3158,3357
1644,3158,3357
1645,3158,3357
1646,1988,1982
1647,1988,1982
1648,3103,3105
1649,3103,3105
1650,3103,3105
1651,3103,3105
1652,2833,3478
1653,80,3629
1654,80,3629
1655,80,3629
1656,80,3629
1657,1831,3008
1658,651,3586
1659,651,3586
1660,651,3586
1661,651,3586
1662,651,3586
1663,651,3586
1664,651,3586
1665,651,3586
1666,651,3586
1667,3305,3113
1668,753,3385
1669,2253,2254
1670,2253,2254
1671,2253,2254
1672,2253,2254
1673,2253,2254
1674,2253,2254
1675,2253,2254
1676,2253,2254
1677,2253,2254
1678,3158,3349
1679,3158,3349
1680,952,978
1681,952,978
1682,952,978
1683,2833,2916
1684,2833,2916
1685,2833,2916
1686,970,3020
1687,970,3020
1688,2051,2054
1689,2051,2054
1690,2051,2054
1691,3084,3360
1692,3084,3360
1693,3084,3360
1694,3084,3360
1695,3084,3360
1696,3084,3360
1697,3084,3360
1698,3084,3360
1699,2000,2001
1700,2000,2001
1701,2833,2112
1702,2258,2254
1703,2258,2254
1704,3158,3270
1705,3158,3270
1706,3158,3270
1707,3158,3270
1708,1831,1874
1709,1831,1874
1710,1831,1874
1711,1831,1874
1712,1831,1874
1713,1831,1874
1714,1831,1874
1715,1831,1874
1716,1831,1874
1717,1831,1874
1718,1988,1985
1719,1988,1985
1720,1988,1985
1721,69,2084
1722,3160,3130
1723,3160,3130
1724,3160,3130
1725,753,3385
1726,753,3385
1727,673,1922
1728,673,1922
1729,673,1922
1730,673,1922
1731,673,1922
1732,673,1922
1733,673,1922
1734,673,1922
1735,673,1922
1736,673,1922
1737,673,1922
1738,673,1922
1739,2237,2238
1740,3329,3118
1741,3329,3118
1742,3329,3118
1743,3329,3118
1744,3329,3118
1745,3329,3118
1746,3329,3118
1747,3329,3118
1748,3329,3118
1749,3329,3118
1750,3329,3118
1751,3329,3118
1752,3329,3118
1753,3329,3118
1754,3329,3118
1755,3329,3118
1756,3329,3118
1757,3329,3118
1758,2833,2203
1759,2833,2112
1760,3158,3244
1761,3158,3244
1762,3158,3244
1763,3158,3244
1764,3158,3244
1765,2253,2254
1766,2253,2254
1767,2253,2254
1768,2253,2254
1769,2253,2254
1770,2253,2254
1771,2253,2254
1772,2253,2254
1773,2253,2254
1774,2000,3706
1775,3305,3113
1776,2833,3379
1777,2051,2054
1778,673,3882
1779,673,3882
1780,3141,3319
1781,1989,2982
1782,1831,1874
1783,1831,1874
1784,1831,1874
1785,1831,1874
1786,1831,1874
1787,1831,1874
1788,1831,1874
1789,1831,1874
1790,1831,1874
1791,1831,1874
1792,1831,1874
1793,3158,3868
1794,3158,3868
1795,3158,3868
1796,3158,3868
